id,name,price,brand,rating,volume,id_seller,image,reviews_with_text,valuation
137708972,Подарочный Набор Candy Pink 50 мл духи,464.0,Hello Kitty,5,16,14104,https://basket-10.wbbasket.ru/vol1377/part137708/137708972/images/big/1.webp;https://basket-10.wbbasket.ru/vol1377/part137708/137708972/images/big/2.webp;https://basket-10.wbbasket.ru/vol1377/part137708/137708972/images/big/3.webp;https://basket-10.wbbasket.ru/vol1377/part137708/137708972/images/big/4.webp;https://basket-10.wbbasket.ru/vol1377/part137708/137708972/images/big/5.webp;https://basket-10.wbbasket.ru/vol1377/part137708/137708972/images/big/6.webp;https://basket-10.wbbasket.ru/vol1377/part137708/137708972/images/big/7.webp;https://basket-10.wbbasket.ru/vol1377/part137708/137708972/images/big/8.webp;https://basket-10.wbbasket.ru/vol1377/part137708/137708972/images/big/9.webp;https://basket-10.wbbasket.ru/vol1377/part137708/137708972/images/big/10.webp;https://basket-10.wbbasket.ru/vol1377/part137708/137708972/images/big/11.webp;https://basket-10.wbbasket.ru/vol1377/part137708/137708972/images/big/12.webp;https://basket-10.wbbasket.ru/vol1377/part137708/137708972/images/big/13.webp;https://basket-10.wbbasket.ru/vol1377/part137708/137708972/images/big/14.webp;https://basket-10.wbbasket.ru/vol1377/part137708/137708972/images/big/15.webp;,0,
6861182,Парфюмерная вода женская Imperatrice Atlantis 11 50мл духи,489.0,ПонтиПарфюм,5,6,14104,https://basket-01.wbbasket.ru/vol68/part6861/6861182/images/big/1.webp;https://basket-01.wbbasket.ru/vol68/part6861/6861182/images/big/2.webp;https://basket-01.wbbasket.ru/vol68/part6861/6861182/images/big/3.webp;https://basket-01.wbbasket.ru/vol68/part6861/6861182/images/big/4.webp;https://basket-01.wbbasket.ru/vol68/part6861/6861182/images/big/5.webp;https://basket-01.wbbasket.ru/vol68/part6861/6861182/images/big/6.webp;https://basket-01.wbbasket.ru/vol68/part6861/6861182/images/big/7.webp;https://basket-01.wbbasket.ru/vol68/part6861/6861182/images/big/8.webp;https://basket-01.wbbasket.ru/vol68/part6861/6861182/images/big/9.webp;https://basket-01.wbbasket.ru/vol68/part6861/6861182/images/big/10.webp;,2,5.0
160465575,Туалетная вода детская Cherry Berry 50 мл духи,416.0,Чебурашка,5,5,14104,https://basket-11.wbbasket.ru/vol1604/part160465/160465575/images/big/1.webp;https://basket-11.wbbasket.ru/vol1604/part160465/160465575/images/big/2.webp;https://basket-11.wbbasket.ru/vol1604/part160465/160465575/images/big/3.webp;https://basket-11.wbbasket.ru/vol1604/part160465/160465575/images/big/4.webp;https://basket-11.wbbasket.ru/vol1604/part160465/160465575/images/big/5.webp;https://basket-11.wbbasket.ru/vol1604/part160465/160465575/images/big/6.webp;https://basket-11.wbbasket.ru/vol1604/part160465/160465575/images/big/7.webp;https://basket-11.wbbasket.ru/vol1604/part160465/160465575/images/big/8.webp;https://basket-11.wbbasket.ru/vol1604/part160465/160465575/images/big/9.webp;https://basket-11.wbbasket.ru/vol1604/part160465/160465575/images/big/10.webp;https://basket-11.wbbasket.ru/vol1604/part160465/160465575/images/big/11.webp;https://basket-11.wbbasket.ru/vol1604/part160465/160465575/images/big/12.webp;https://basket-11.wbbasket.ru/vol1604/part160465/160465575/images/big/13.webp;https://basket-11.wbbasket.ru/vol1604/part160465/160465575/images/big/14.webp;https://basket-11.wbbasket.ru/vol1604/part160465/160465575/images/big/15.webp;https://basket-11.wbbasket.ru/vol1604/part160465/160465575/images/big/16.webp;https://basket-11.wbbasket.ru/vol1604/part160465/160465575/images/big/17.webp;,0,
3586332,Парфюмерная вода женская Imperatrice Atlantis 9 50 мл духи,489.0,ПонтиПарфюм,5,4,14104,https://basket-01.wbbasket.ru/vol35/part3586/3586332/images/big/1.webp;https://basket-01.wbbasket.ru/vol35/part3586/3586332/images/big/2.webp;,0,
3586331,Парфюмерная вода женская Imperatrice Atlantis 8 50 мл духи,489.0,ПонтиПарфюм,5,3,14104,https://basket-01.wbbasket.ru/vol35/part3586/3586331/images/big/1.webp;https://basket-01.wbbasket.ru/vol35/part3586/3586331/images/big/2.webp;https://basket-01.wbbasket.ru/vol35/part3586/3586331/images/big/3.webp;https://basket-01.wbbasket.ru/vol35/part3586/3586331/images/big/4.webp;https://basket-01.wbbasket.ru/vol35/part3586/3586331/images/big/5.webp;https://basket-01.wbbasket.ru/vol35/part3586/3586331/images/big/6.webp;https://basket-01.wbbasket.ru/vol35/part3586/3586331/images/big/7.webp;https://basket-01.wbbasket.ru/vol35/part3586/3586331/images/big/8.webp;https://basket-01.wbbasket.ru/vol35/part3586/3586331/images/big/9.webp;https://basket-01.wbbasket.ru/vol35/part3586/3586331/images/big/10.webp;,0,
3889500,Душистая вода детская Sweety Teddy 15 мл духи,279.0,Teddy,5,2,14104,https://basket-01.wbbasket.ru/vol38/part3889/3889500/images/big/1.webp;https://basket-01.wbbasket.ru/vol38/part3889/3889500/images/big/2.webp;https://basket-01.wbbasket.ru/vol38/part3889/3889500/images/big/3.webp;https://basket-01.wbbasket.ru/vol38/part3889/3889500/images/big/4.webp;https://basket-01.wbbasket.ru/vol38/part3889/3889500/images/big/5.webp;https://basket-01.wbbasket.ru/vol38/part3889/3889500/images/big/6.webp;https://basket-01.wbbasket.ru/vol38/part3889/3889500/images/big/7.webp;https://basket-01.wbbasket.ru/vol38/part3889/3889500/images/big/8.webp;https://basket-01.wbbasket.ru/vol38/part3889/3889500/images/big/9.webp;,0,
103519255,Туалетная вода женская WEDDING DRESS 30 мл духи детские,416.0,Hello Kitty,5,5,14104,https://basket-06.wbbasket.ru/vol1035/part103519/103519255/images/big/1.webp;https://basket-06.wbbasket.ru/vol1035/part103519/103519255/images/big/2.webp;https://basket-06.wbbasket.ru/vol1035/part103519/103519255/images/big/3.webp;https://basket-06.wbbasket.ru/vol1035/part103519/103519255/images/big/4.webp;https://basket-06.wbbasket.ru/vol1035/part103519/103519255/images/big/5.webp;https://basket-06.wbbasket.ru/vol1035/part103519/103519255/images/big/6.webp;https://basket-06.wbbasket.ru/vol1035/part103519/103519255/images/big/7.webp;https://basket-06.wbbasket.ru/vol1035/part103519/103519255/images/big/8.webp;https://basket-06.wbbasket.ru/vol1035/part103519/103519255/images/big/9.webp;https://basket-06.wbbasket.ru/vol1035/part103519/103519255/images/big/10.webp;,0,
147181179,Парфюмерная вода женская Imperatrice Atlantis 14 50мл духи,489.0,ПонтиПарфюм,5,3,14104,https://basket-10.wbbasket.ru/vol1471/part147181/147181179/images/big/1.webp;https://basket-10.wbbasket.ru/vol1471/part147181/147181179/images/big/2.webp;https://basket-10.wbbasket.ru/vol1471/part147181/147181179/images/big/3.webp;https://basket-10.wbbasket.ru/vol1471/part147181/147181179/images/big/4.webp;https://basket-10.wbbasket.ru/vol1471/part147181/147181179/images/big/5.webp;https://basket-10.wbbasket.ru/vol1471/part147181/147181179/images/big/6.webp;https://basket-10.wbbasket.ru/vol1471/part147181/147181179/images/big/7.webp;https://basket-10.wbbasket.ru/vol1471/part147181/147181179/images/big/8.webp;,0,
4237881,Лосьон после бритья мужской для лица Denimen Power fire,240.0,ПонтиПарфюм,5,12,14104,https://basket-01.wbbasket.ru/vol42/part4237/4237881/images/big/1.webp;,0,
3931622,Душистая вода детская Танки Марти 25 мл духи,277.0,ПонтиПарфюм,5,4,14104,https://basket-01.wbbasket.ru/vol39/part3931/3931622/images/big/1.webp;https://basket-01.wbbasket.ru/vol39/part3931/3931622/images/big/2.webp;https://basket-01.wbbasket.ru/vol39/part3931/3931622/images/big/3.webp;https://basket-01.wbbasket.ru/vol39/part3931/3931622/images/big/4.webp;https://basket-01.wbbasket.ru/vol39/part3931/3931622/images/big/5.webp;,0,
3586319,Парфюмерная вода женская Imperatrice Atlantis 1 50 мл духи,489.0,ПонтиПарфюм,5,6,14104,https://basket-01.wbbasket.ru/vol35/part3586/3586319/images/big/1.webp;https://basket-01.wbbasket.ru/vol35/part3586/3586319/images/big/2.webp;https://basket-01.wbbasket.ru/vol35/part3586/3586319/images/big/3.webp;https://basket-01.wbbasket.ru/vol35/part3586/3586319/images/big/4.webp;https://basket-01.wbbasket.ru/vol35/part3586/3586319/images/big/5.webp;https://basket-01.wbbasket.ru/vol35/part3586/3586319/images/big/6.webp;https://basket-01.wbbasket.ru/vol35/part3586/3586319/images/big/7.webp;https://basket-01.wbbasket.ru/vol35/part3586/3586319/images/big/8.webp;https://basket-01.wbbasket.ru/vol35/part3586/3586319/images/big/9.webp;,0,
